         9884692 function calls (9347579 primitive calls) in 7.872 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       41    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\lowering.py:825(<listcomp>)
       52    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\player\camera.py:31(update_view_matrix)
       39    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:620(number_float)
      135    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:100(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\extending.py:272(make_attribute_wrapper)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\ufunc\array_exprs.py:26(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\boxing.py:1(<module>)
    19/16    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\models.py:517(__init__)
    90/54    0.000    0.000    0.022    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:71(unbox)
        6    0.000    0.000    0.008    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\boxing.py:423(box_array)
       62    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\containers.py:476(__repr__)
       80    0.000    0.000    0.000    0.000 <frozen _collections_abc>:989(__iter__)
       44    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\numbers.py:1268(integer_to_integer)
        7    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\scipy\_lib\decorator.py:144(make)
       26    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\scipy\linalg\_basic.py:30(<listcomp>)
      300    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numpy\core\fromnumeric.py:2317(_any_dispatcher)
      286    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:249(entry_point)
      108    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:1882(iterliveblocks)
       22    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\models.py:474(as_data)
       38    0.000    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\decorators.py:275(njit)
       20    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\options.py:30(parse_as_flags)
      182    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:233(__next)
      359    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       83    0.000    0.000    0.011    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:1335(insert_after)
       15    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:955(pointer_add)
        7    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\removerefctpass.py:23(_rewrite_function)
       30    0.000    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\_itertools.py:4(unique_everseen)
       43    0.000    0.000    0.006    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\listobj.py:63(getitem)
      395    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:1753(code_cellvars)
      100    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:384(inttoptr)
       43    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:1004(op_BINARY_SUBSCR)
       55    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:143(count_spaces)
      336    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\transforms.py:37(visit_Instruction)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:1372(get_return_type)
        6    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:130(read_const)
       36    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\numbers.py:1337(boolean_to_any)
      119    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir_utils.py:387(replace_vars_inner)
        6    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:1212(nrt_adapt_ndarray_to_python)
      443    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      327    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\utils.py:441(<genexpr>)
       88    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:80(<listcomp>)
       29    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\npytypes.py:470(copy)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\callconv.py:952(create_error_model)
       22    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\untyped_passes.py:445(run_pass)
      109    0.000    0.000    0.000    0.000 <frozen _collections_abc>:835(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\mathimpl.py:1(<module>)
       33    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:119(_compute_phi_locations)
        6    0.000    0.000    0.056    0.009 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\lowering.py:596(lower_setitem)
       23    0.000    0.000    0.037    0.002 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\codegen.py:1094(add_module)
        1    0.000    0.000    0.001    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\scipy\sparse\_base.py:1(<module>)
       43    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:2523(op_BINARY_SUBSCR)
       75    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\builtins.py:351(constant_dummy)
      295    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\dispatcher.py:923(cb_compiler)
       28    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:768(tuple_size)
      180    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\containers.py:368(<genexpr>)
        1    0.000    0.000    0.002    0.002 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\unicode_support.py:1(<module>)
      196    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:164(__getitem__)
       22    0.000    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\packer.py:109(<listcomp>)
      342    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\interpreter.py:1741(code_consts)
      507    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:231(_cast_member_to_value)
     20/1    0.000    0.000    4.400    4.400 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\compiler.py:744(compile_extra)
       88    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\compiler_machinery.py:177(__init__)
       27    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:484(literal_struct)
      118    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\extending.py:370(__repr__)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:76(finditer)
       44    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\itanium_mangler.py:167(<listcomp>)
       15    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:501(_long_from_native_int)
       44    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:64(__eq__)
        7    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\functools.py:745(<listcomp>)
        7    0.000    0.000    0.005    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\boxing.py:514(box_tuple)
       66    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:140(_get_scope)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:1325(_unify_return_types)
       23    0.000    0.000    0.005    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\codegen.py:1150(create_library)
       88    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\itanium_mangler.py:103(mangle_abi_tag)
       28    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\dylib.py:15(add_symbol)
       35    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\funcdesc.py:117(llvm_cpython_wrapper_name)
      519    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       29    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\ufunc\array_exprs.py:66(_match_array_expr)
        2    0.000    0.000    0.007    0.004 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cpython\iterators.py:85(iternext_zip)
        1    0.000    0.000    0.029    0.029 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\scipy\sparse\__init__.py:1(<module>)
      198    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\postproc.py:68(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\builtins.py:106(generic)
       29    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:400(_from_text_for)
      130    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:1794(make_null)
       26    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\builtins.py:815(resolve___call__)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\inspect.py:391(_has_code_flag)
      100    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:570(get_impl_key)
       51    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:97(_get_path)
      199    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       66    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
       27    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\cloudpickle\cloudpickle_fast.py:435(_class_reduce)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:409(_find_exit_points)
       39    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:630(float_as_double)
      442    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\models.py:119(inner_models)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:486(for_range)
       69    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:455(__init__)
       60    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:991(__init__)
       20    0.000    0.000    0.000    0.000 {built-in method numba._dynfunc.make_function}
        3    0.000    0.000    0.003    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\genesim_lab\engine\scene\sprite.py:30(get_program)
      141    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:242(_get_be_type)
       43    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\extending.py:577(is_jitted)
       53    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\instructions.py:570(__init__)
       20    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:869(gil_release)
       10    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\models.py:617(as_return)
        5    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\templates.py:517(_validate_sigs)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\passmanagers.py:27(__sub__)
       44    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\utils.py:288(enter)
       53    0.000    0.000    0.004    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\errors.py:679(__init__)
        1    0.000    0.000    0.005    0.005 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\typed\typedlist.py:1(<module>)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
       52    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:897(__str__)
       82    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\npyimpl.py:465(_KernelImpl)
      204    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\context.py:642(keyfunc)
       58    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:877(normalize)
      518    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\ffi.py:265(__enter__)
       21    0.000    0.000    0.003    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:601(infer_constant)
       22    0.000    0.000    0.001    0.000 <frozen genericpath>:16(exists)
      109    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\types.py:530(_wrap_packed)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cpu.py:170(post_lowering)
      262    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\containers.py:40(key)
       44    0.000    0.000    0.000    0.000 <frozen _collections_abc>:790(items)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\inline_closurecall.py:1397(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:724(_op_POP_JUMP_IF)
        1    0.000    0.000    0.004    0.004 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\random\generator_methods.py:1(<module>)
       23    0.000    0.000    0.477    0.021 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\binding\executionengine.py:87(finalize_object)
      326    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\llvmlite\ir\values.py:526(_get_reference)
      132    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\compiler_machinery.py:386(walk)
      102    0.000    0.000    0.000    0.000 <frozen ntpath>:570(abspath)
      204    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
      178    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ir.py:1322(is_terminated)
       59    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\datamodel\models.py:229(__init__)
       14    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:779(tuple_setitem)
      158    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\inline_closurecall.py:802(_make_debug_print)
       22    0.000    0.000    0.002    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\removerefctpass.py:99(remove_unnecessary_nrt_usage)
       22    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\lowering.py:175(emit_environment_object)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\controlflow.py:633(_find_topo_order)
      202    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:234(__init__)
      5/4    0.000    0.000    0.172    0.043 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:844(compile_subroutine)
       20    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\pythonapi.py:1141(string_from_string)
       15    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:793(get_struct_type)
      431    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:1511(pc_initial)
       87    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\byteflow.py:1746(<listcomp>)
       30    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typeinfer.py:299(<listcomp>)
      303    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\moderngl\__init__.py:345(is_transform)
       29    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:530(_make_child)
       66    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\ssa.py:184(_make_states)
      156    0.000    0.000    0.000    0.000 {built-in method glm.cos}
       66    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\utils.py:440(__iter__)
       57    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:1216(is_nonelike)
       42    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\builtins.py:437(generic)
       22    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\dis.py:404(_parse_exception_table)
        1    0.000    0.000    0.001    0.001 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\typing\npdatetime.py:1(<module>)
        2    0.000    0.000    0.012    0.006 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\boxing.py:735(unbox_list)
      198    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\postproc.py:35(__init__)
       51    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:191(enable_boundscheck)
      264    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\compiler_machinery.py:229(parse)
       63    0.000    0.000    0.006    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\base.py:984(make_helper)
        1    0.000    0.000    0.002    0.002 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\scipy\linalg\blas.py:1(<module>)
      312    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\functions.py:700(key)
        4    0.000    0.000    0.001    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\np\arrayobj.py:956(__init__)
      315    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\event.py:286(duration)
       58    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:523(_format_parsed_parts)
       24    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\codegen.py:880(_object_compiled_hook)
       29    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
       24    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\types\containers.py:34(__init__)
       66    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:236(matches)
       88    0.000    0.000    0.000    0.000 C:\Users\Filippo Morbidelli\PycharmProjects\Simulate_evo2023\venv\Lib\site-packages\numba\core\cgutils.py:464(if_likely)
